Bird,ATLAS,Date,N,Duration,Distance,Straightness,Speed,dayref,ScaledDay,Pen,Sex,Mass,ScaledMass,Spatial_Score,SpatialRating,Test_Order,ScaledTestOrder
792,44001004182,01/09/2017,10,5100,45.56115864,0.192276571,0.008933561,1,-2.195596641,A,F,720,-1.216461473,1,Bad,42,1.559770627
814,44001004057,29/09/2017,18,5100,61.50305413,0.14991421,0.012059422,29,1.47028756,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,09/09/2017,18,5100,112.4587929,0.226883056,0.022050744,9,-1.148201155,A,F,820,-0.2428169,3,Ok,44,1.747886331
834,44001004164,18/09/2017,17,5100,120.6715084,0.294328706,0.02366108,18,0.030118767,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
853,44001004026,29/09/2017,18,5100,72.58434733,0.164481484,0.014232225,29,1.47028756,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,15/09/2017,18,5100,63.3784344,0.172347785,0.012427144,15,-0.36265454,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,29/09/2017,17,5100,124.9162513,0.306268001,0.024493383,29,1.47028756,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,29/09/2017,18,5100,72.67022064,0.168916518,0.014249063,29,1.47028756,C,M,940,0.925556587,0,Bad,26,0.054845001
887,44001004162,17/09/2017,13,5100,94.74766896,0.208578311,0.018577974,17,-0.100805669,D,M,860,0.146640929,1,Bad,28,0.242960704
918,44001004116,21/09/2017,17,5100,33.64190209,0.071757497,0.006596451,21,0.422892074,C,M,750,-0.924368101,4,Good,37,1.089481369
949,44001004175,08/09/2017,18,5100,123.0154363,0.272404367,0.024120674,8,-1.279125591,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,19/09/2017,18,5100,120.2715962,0.237054362,0.023582666,19,0.161043203,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,18/09/2017,18,5100,38.73556001,0.09555877,0.007595208,18,0.030118767,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,19/09/2017,18,5100,123.5241899,0.245851702,0.024220429,19,0.161043203,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,21/09/2017,18,5100,79.27137682,0.176667937,0.015543407,21,0.422892074,B,F,760,-0.827003644,2,Ok,35,0.901365666
963,44001004052,04/09/2017,15,5100,103.5775283,0.245397837,0.020309319,4,-1.802823334,B,F,790,-0.534910272,3,Ok,30,0.431076407
974,44001004097,21/09/2017,18,5100,73.68984801,0.129607401,0.01444899,21,0.422892074,B,M,930,0.82819213,2,Ok,37.5,1.136510295
989,44001004067,18/09/2017,17,5100,86.3775723,0.202909453,0.016936779,18,0.030118767,B,M,870,0.244005386,5,Good,31,0.525134259
782,44001004063,20/09/2017,9,4800,45.6437756,0.195213806,0.00950912,20,0.291967638,A,F,900,0.536098758,1,Bad,30.5,0.478105333
789,44001004160,07/09/2017,17,4800,65.58493276,0.14814468,0.013663528,7,-1.410050026,A,M,1000,1.509743331,1,Bad,30,0.431076407
791,44001004168,04/09/2017,15,4800,25.59709507,0.086212834,0.005332728,4,-1.802823334,A,F,760,-0.827003644,2,Ok,17,-0.791675664
810,44001004102,20/09/2017,16,4800,36.23965618,0.099326303,0.007549928,20,0.291967638,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,25/09/2017,17,4800,139.1852087,0.32061781,0.028996918,25,0.946589817,A,F,710,-1.31382593,1,Bad,23,-0.227328554
836,44001004109,26/09/2017,17,4800,132.9874588,0.326287196,0.027705721,26,1.077514253,A,M,950,1.022921045,2,Ok,11,-1.356022774
856,44001004101,21/09/2017,16,4800,43.76451694,0.104130876,0.009117608,21,0.422892074,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,09/09/2017,17,4800,233.8041915,0.607619719,0.048709207,9,-1.148201155,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,18/09/2017,15,4800,33.15383461,0.072616297,0.006907049,18,0.030118767,D,M,1000,1.509743331,4,Good,44.5,1.794915256
859,44001004094,01/09/2017,17,4800,34.71632184,0.066600535,0.007232567,1,-2.195596641,D,M,860,0.146640929,5,Good,23.5,-0.180299628
861,44001004103,17/09/2017,13,4800,63.76558522,0.196266956,0.013284497,17,-0.100805669,D,M,950,1.022921045,9,Good,4,-2.014427736
861,44001004103,20/09/2017,17,4800,16.61655155,0.040003056,0.003461782,20,0.291967638,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,18/09/2017,14,4800,84.59999072,0.214340555,0.017624998,18,0.030118767,C,M,940,0.925556587,0,Bad,26,0.054845001
885,44001004077,07/09/2017,17,4800,200.5382051,0.438719926,0.041778793,7,-1.410050026,C,F,670,-1.703283759,3,Ok,43,1.653828479
887,44001004162,11/09/2017,15,4800,42.88292244,0.126830937,0.008933942,11,-0.886352283,D,M,860,0.146640929,1,Bad,28,0.242960704
905,44001004131,08/09/2017,17,4800,41.84620971,0.098396767,0.00871796,8,-1.279125591,C,F,790,-0.534910272,0,Bad,27,0.148902852
918,44001004116,21/09/2017,17,4800,50.77781734,0.128585136,0.010578712,21,0.422892074,C,M,750,-0.924368101,4,Good,37,1.089481369
933,44001004002,25/09/2017,17,4800,119.5296418,0.172203593,0.024902009,25,0.946589817,C,F,800,-0.437545815,2,Ok,15,-0.979791367
993,44001004080,19/09/2017,17,4800,67.35748412,0.145862601,0.014032809,19,0.161043203,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
1003,44001004036,12/09/2017,16,4500,75.87665105,0.162807546,0.016861478,12,-0.755427848,B,M,940,0.925556587,3,Ok,30,0.431076407
1003,44001004036,16/09/2017,8,4500,82.398753,0.38523926,0.018310834,16,-0.231730105,B,M,940,0.925556587,3,Ok,30,0.431076407
1006,44001004006,21/09/2017,15,4500,196.4579449,0.481929445,0.043657321,21,0.422892074,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1006,44001004006,21/09/2017,10,4500,144.3709235,0.102239916,0.032082427,21,0.422892074,B,F,730,-1.119097016,2,Ok,14,-1.073849219
834,44001004164,12/09/2017,16,4500,140.8389079,0.267689531,0.031297535,12,-0.755427848,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,04/09/2017,16,4500,55.40110175,0.151851863,0.012311356,4,-1.802823334,A,M,950,1.022921045,2,Ok,11,-1.356022774
836,44001004109,29/09/2017,8,4500,151.3086004,0.668963253,0.033624133,29,1.47028756,A,M,950,1.022921045,2,Ok,11,-1.356022774
836,44001004109,25/09/2017,16,4500,148.321581,0.273841875,0.032960351,25,0.946589817,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,04/09/2017,16,4500,27.48328965,0.040336493,0.006107398,4,-1.802823334,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
842,44001004156,19/09/2017,16,4500,100.0921512,0.226709875,0.0222427,19,0.161043203,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
853,44001004026,08/09/2017,16,4500,53.48280218,0.143888291,0.011885067,8,-1.279125591,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,13/09/2017,16,4500,61.54290131,0.163933802,0.0136762,13,-0.624503412,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,12/09/2017,16,4500,130.8809839,0.301116255,0.029084663,12,-0.755427848,D,M,950,1.022921045,9,Good,4,-2.014427736
884,44001004157,16/09/2017,13,4500,95.66127051,0.318983921,0.02125806,16,-0.231730105,D,F,620,-2.190106046,7,Good,37,1.089481369
886,44001004178,17/09/2017,14,4500,34.64699227,0.094429434,0.007699332,17,-0.100805669,D,M,990,1.412378874,2,Ok,13,-1.167907071
892,44001004139,30/09/2017,14,4500,91.60291228,0.149692008,0.020356203,30,1.601211996,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
940,44001004083,24/09/2017,16,4500,98.72299208,0.178790597,0.021938443,24,0.815665381,C,M,970,1.217649959,1,Bad,14,-1.073849219
949,44001004175,25/09/2017,16,4500,183.5311273,0.367395858,0.040784695,25,0.946589817,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,15/09/2017,16,4500,19.24637495,0.046992122,0.004276972,15,-0.36265454,B,F,760,-0.827003644,2,Ok,35,0.901365666
993,44001004080,04/09/2017,16,4500,110.0113931,0.241855902,0.024446976,4,-1.802823334,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
1005,44001004111,16/09/2017,12,4200,62.11419422,0.166646065,0.014789094,16,-0.231730105,B,F,660,-1.800648217,3,Ok,39,1.277597072
1006,44001004006,01/09/2017,15,4200,48.9441537,0.102093796,0.01165337,1,-2.195596641,B,F,730,-1.119097016,2,Ok,14,-1.073849219
781,44001004148,08/09/2017,15,4200,99.67405683,0.198760105,0.023731918,8,-1.279125591,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
781,44001004148,23/09/2017,15,4200,41.39235586,0.09626948,0.009855323,23,0.684740946,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
809,44001004153,29/09/2017,14,4200,193.7384637,0.353303269,0.046128206,29,1.47028756,A,M,940,0.925556587,1,Bad,19,-0.603559961
835,44001004045,08/09/2017,14,4200,51.82811056,0.124972673,0.012340026,8,-1.279125591,A,F,840,-0.048087985,1,Bad,24,-0.133270702
836,44001004109,29/09/2017,8,4200,83.28048988,0.17559972,0.019828688,29,1.47028756,A,M,950,1.022921045,2,Ok,11,-1.356022774
853,44001004026,21/09/2017,15,4200,36.74594666,0.086275475,0.008749035,21,0.422892074,D,F,770,-0.729639186,6,Good,24,-0.133270702
853,44001004026,01/09/2017,12,4200,15.35532365,0.044675367,0.003656029,1,-2.195596641,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,24/09/2017,13,4200,158.9261953,0.297331043,0.03783957,24,0.815665381,D,M,1000,1.509743331,4,Good,44.5,1.794915256
859,44001004094,24/09/2017,13,4200,46.39804918,0.114676754,0.011047155,24,0.815665381,D,M,860,0.146640929,5,Good,23.5,-0.180299628
886,44001004178,24/09/2017,15,4200,37.61399001,0.08950185,0.008955712,24,0.815665381,D,M,990,1.412378874,2,Ok,13,-1.167907071
887,44001004162,24/09/2017,15,4200,13.62171402,0.034160217,0.003243265,24,0.815665381,D,M,860,0.146640929,1,Bad,28,0.242960704
905,44001004131,18/09/2017,15,4200,96.15580209,0.262932593,0.022894239,18,0.030118767,C,F,790,-0.534910272,0,Bad,27,0.148902852
905,44001004131,30/09/2017,15,4200,137.2749826,0.383216915,0.03268452,30,1.601211996,C,F,790,-0.534910272,0,Bad,27,0.148902852
940,44001004083,15/09/2017,14,4200,112.4196979,0.309920002,0.026766595,15,-0.36265454,C,M,970,1.217649959,1,Bad,14,-1.073849219
963,44001004052,30/09/2017,15,4200,179.6122124,0.445781012,0.042764812,30,1.601211996,B,F,790,-0.534910272,3,Ok,30,0.431076407
963,44001004052,24/09/2017,13,4200,153.2531791,0.429345939,0.036488852,24,0.815665381,B,F,790,-0.534910272,3,Ok,30,0.431076407
963,44001004052,01/09/2017,8,4200,44.71190247,0.194610882,0.010645691,1,-2.195596641,B,F,790,-0.534910272,3,Ok,30,0.431076407
1003,44001004036,15/09/2017,14,3900,63.48831586,0.159085339,0.016279055,15,-0.36265454,B,M,940,0.925556587,3,Ok,30,0.431076407
1006,44001004006,24/09/2017,14,3900,134.2900321,0.259770992,0.034433342,24,0.815665381,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1008,44001004108,13/09/2017,13,3900,109.8248418,0.450988297,0.028160216,13,-0.624503412,B,M,880,0.341369844,3,Ok,19,-0.603559961
781,44001004148,20/09/2017,14,3900,65.62752391,0.157518441,0.01682757,20,0.291967638,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
782,44001004063,19/09/2017,14,3900,4.517874167,0.014472396,0.001158429,19,0.161043203,A,F,900,0.536098758,1,Bad,30.5,0.478105333
804,44001004173,25/09/2017,12,3900,132.756719,0.353266933,0.034040184,25,0.946589817,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
811,44001004177,09/09/2017,14,3900,138.6852243,0.310310413,0.035560314,9,-1.148201155,A,F,710,-1.31382593,1,Bad,19.5,-0.556531035
830,44001004047,20/09/2017,10,3900,80.62386469,0.228607893,0.020672786,20,0.291967638,A,M,1030,1.801836703,2,Ok,20,-0.509502109
834,44001004164,15/09/2017,14,3900,101.478228,0.287568339,0.026020058,15,-0.36265454,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,01/09/2017,14,3900,39.99721747,0.10207905,0.010255697,1,-2.195596641,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,25/09/2017,14,3900,145.6832193,0.286746421,0.037354672,25,0.946589817,A,M,950,1.022921045,2,Ok,11,-1.356022774
836,44001004109,26/09/2017,12,3900,79.00973871,0.160753916,0.020258907,26,1.077514253,A,M,950,1.022921045,2,Ok,11,-1.356022774
839,44001004134,09/09/2017,14,3900,52.58538428,0.135349374,0.013483432,9,-1.148201155,D,M,1060,2.093930075,5,Good,35,0.901365666
853,44001004026,19/09/2017,14,3900,115.8940389,0.339324891,0.02971642,19,0.161043203,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,23/09/2017,14,3900,159.3446203,0.412611362,0.040857595,23,0.684740946,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,26/09/2017,14,3900,56.58200334,0.169687428,0.014508206,26,1.077514253,D,M,950,1.022921045,9,Good,4,-2.014427736
861,44001004103,09/09/2017,14,3900,122.6156851,0.402416088,0.031439919,9,-1.148201155,D,M,950,1.022921045,9,Good,4,-2.014427736
877,44001004113,17/09/2017,5,3900,97.74677926,0.636540751,0.025063277,17,-0.100805669,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
877,44001004113,13/09/2017,14,3900,99.04334637,0.210058299,0.02539573,13,-0.624503412,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
920,44001004112,29/09/2017,14,3900,231.1801378,0.605596456,0.059276958,29,1.47028756,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
940,44001004083,04/09/2017,4,3900,34.29589602,0.258348458,0.008793819,4,-1.802823334,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,29/09/2017,14,3900,263.6934945,0.71746132,0.067613717,29,1.47028756,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,30/09/2017,13,3900,40.38023219,0.115677456,0.010353906,30,1.601211996,C,M,970,1.217649959,1,Bad,14,-1.073849219
958,44001004135,30/09/2017,13,3900,223.9748671,0.596644871,0.057429453,30,1.601211996,B,F,760,-0.827003644,2,Ok,35,0.901365666
963,44001004052,27/09/2017,14,3900,152.4497781,0.441505325,0.039089687,27,1.208438689,B,F,790,-0.534910272,3,Ok,30,0.431076407
963,44001004052,14/09/2017,14,3900,72.75459069,0.186420116,0.018655023,14,-0.493578976,B,F,790,-0.534910272,3,Ok,30,0.431076407
974,44001004097,27/09/2017,14,3900,278.6692348,0.667770809,0.07145365,27,1.208438689,B,M,930,0.82819213,2,Ok,37.5,1.136510295
989,44001004067,20/09/2017,10,3900,9.594447068,0.033646093,0.002460115,20,0.291967638,B,M,870,0.244005386,5,Good,31,0.525134259
993,44001004080,18/09/2017,14,3900,133.6690282,0.415489473,0.03427411,18,0.030118767,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
1008,44001004108,15/09/2017,13,3600,84.86719246,0.335696262,0.02357422,15,-0.36265454,B,M,880,0.341369844,3,Ok,19,-0.603559961
787,44001004024,13/09/2017,13,3600,65.71055566,0.149949418,0.018252932,13,-0.624503412,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
792,44001004182,19/09/2017,10,3600,60.16041666,0.194330336,0.016711227,19,0.161043203,A,F,720,-1.216461473,1,Bad,42,1.559770627
809,44001004153,01/09/2017,13,3600,22.67116247,0.050428663,0.006297545,1,-2.195596641,A,M,940,0.925556587,1,Bad,19,-0.603559961
809,44001004153,17/09/2017,4,3600,79.00833482,0.661174432,0.02194676,17,-0.100805669,A,M,940,0.925556587,1,Bad,19,-0.603559961
814,44001004057,09/09/2017,13,3600,56.58357054,0.146068055,0.015717658,9,-1.148201155,A,F,820,-0.2428169,3,Ok,44,1.747886331
835,44001004045,09/09/2017,12,3600,21.19010322,0.065497041,0.00588614,9,-1.148201155,A,F,840,-0.048087985,1,Bad,24,-0.133270702
835,44001004045,09/09/2017,13,3600,52.60550851,0.146057187,0.014612641,9,-1.148201155,A,F,840,-0.048087985,1,Bad,24,-0.133270702
856,44001004101,24/09/2017,11,3600,229.5473613,0.622716764,0.063763156,24,0.815665381,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,08/09/2017,8,3600,78.49578381,0.252146923,0.021804384,8,-1.279125591,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,09/09/2017,13,3600,63.77042694,0.223685404,0.017714007,9,-1.148201155,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,21/09/2017,13,3600,72.39124261,0.283209804,0.020108679,21,0.422892074,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,25/09/2017,9,3600,72.01171676,0.243832828,0.020003255,25,0.946589817,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,27/09/2017,13,3600,82.24727415,0.241361424,0.022846465,27,1.208438689,C,M,940,0.925556587,0,Bad,26,0.054845001
884,44001004157,25/09/2017,13,3600,49.98726869,0.178645143,0.013885352,25,0.946589817,D,F,620,-2.190106046,7,Good,37,1.089481369
886,44001004178,04/09/2017,7,3600,82.52975046,0.491968721,0.022924931,4,-1.802823334,D,M,990,1.412378874,2,Ok,13,-1.167907071
889,44001004030,20/09/2017,12,3600,48.50706959,0.170499057,0.013474186,20,0.291967638,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
893,44001004127,12/09/2017,13,3600,105.7297008,0.339542908,0.029369361,12,-0.755427848,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
920,44001004112,25/09/2017,13,3600,37.42025513,0.11180759,0.010394515,25,0.946589817,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
933,44001004002,01/09/2017,12,3600,127.1967702,0.338811706,0.035332436,1,-2.195596641,C,F,800,-0.437545815,2,Ok,15,-0.979791367
940,44001004083,25/09/2017,13,3600,82.48139653,0.228276649,0.022911499,25,0.946589817,C,M,970,1.217649959,1,Bad,14,-1.073849219
949,44001004175,23/09/2017,13,3600,93.85554411,0.373114106,0.026070984,23,0.684740946,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,01/09/2017,13,3600,38.160984,0.125557698,0.010600273,1,-2.195596641,C,F,750,-0.924368101,1,Bad,24,-0.133270702
1003,44001004036,09/09/2017,12,3300,178.5179012,0.580393015,0.054096334,9,-1.148201155,B,M,940,0.925556587,3,Ok,30,0.431076407
1006,44001004006,25/09/2017,12,3300,52.45258517,0.161362806,0.015894723,25,0.946589817,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1006,44001004006,19/09/2017,12,3300,54.70905631,0.156156352,0.016578502,19,0.161043203,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1008,44001004108,13/09/2017,12,3300,137.2460793,0.474182438,0.041589721,13,-0.624503412,B,M,880,0.341369844,3,Ok,19,-0.603559961
781,44001004148,21/09/2017,12,3300,262.8500242,0.571829684,0.079651522,21,0.422892074,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
787,44001004024,18/09/2017,12,3300,66.65588346,0.179887373,0.020198753,18,0.030118767,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,07/09/2017,12,3300,175.8515058,0.673085351,0.053288335,7,-1.410050026,A,F,760,-0.827003644,2,Ok,17,-0.791675664
792,44001004182,25/09/2017,12,3300,107.0342725,0.262023115,0.032434628,25,0.946589817,A,F,720,-1.216461473,1,Bad,42,1.559770627
814,44001004057,30/09/2017,12,3300,86.86148503,0.317319522,0.026321662,30,1.601211996,A,F,820,-0.2428169,3,Ok,44,1.747886331
836,44001004109,29/09/2017,12,3300,99.21638044,0.341456782,0.03006557,29,1.47028756,A,M,950,1.022921045,2,Ok,11,-1.356022774
853,44001004026,21/09/2017,12,3300,150.557999,0.51812108,0.045623636,21,0.422892074,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,01/09/2017,11,3300,76.74852037,0.310646916,0.023257127,1,-2.195596641,D,M,1000,1.509743331,4,Good,44.5,1.794915256
860,44001004060,01/09/2017,10,3300,73.02285416,0.222890784,0.022128138,1,-2.195596641,D,F,800,-0.437545815,3,Ok,41,1.465712776
861,44001004103,18/09/2017,12,3300,52.45833085,0.168641211,0.015896464,18,0.030118767,D,M,950,1.022921045,9,Good,4,-2.014427736
861,44001004103,10/09/2017,12,3300,88.68718498,0.377886165,0.026874905,10,-1.017276719,D,M,950,1.022921045,9,Good,4,-2.014427736
861,44001004103,29/09/2017,12,3300,65.99246633,0.177684347,0.019997717,29,1.47028756,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,04/09/2017,8,3300,16.87576474,0.066924672,0.005113868,4,-1.802823334,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,26/09/2017,11,3300,69.86836137,0.23952433,0.021172231,26,1.077514253,C,M,940,0.925556587,0,Bad,26,0.054845001
874,44001004158,20/09/2017,11,3300,54.85271975,0.211476262,0.016622036,20,0.291967638,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
877,44001004113,30/09/2017,4,3300,650.6845619,0.923059551,0.19717714,30,1.601211996,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
884,44001004157,17/09/2017,8,3300,97.35113786,0.480222129,0.029500345,17,-0.100805669,D,F,620,-2.190106046,7,Good,37,1.089481369
884,44001004157,10/09/2017,11,3300,58.09542037,0.105479555,0.017604673,10,-1.017276719,D,F,620,-2.190106046,7,Good,37,1.089481369
885,44001004077,13/09/2017,12,3300,179.2608791,0.567015885,0.054321479,13,-0.624503412,C,F,670,-1.703283759,3,Ok,43,1.653828479
886,44001004178,01/09/2017,12,3300,53.41733213,0.145762587,0.01618707,1,-2.195596641,D,M,990,1.412378874,2,Ok,13,-1.167907071
887,44001004162,24/09/2017,12,3300,199.2063357,0.445362401,0.060365556,24,0.815665381,D,M,860,0.146640929,1,Bad,28,0.242960704
889,44001004030,21/09/2017,8,3300,31.31287785,0.033088353,0.009488751,21,0.422892074,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
892,44001004139,20/09/2017,6,3300,35.01962349,0.177909514,0.010612007,20,0.291967638,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
892,44001004139,21/09/2017,10,3300,47.53535425,0.046653434,0.014404653,21,0.422892074,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
905,44001004131,20/09/2017,11,3300,114.002484,0.321681817,0.034546207,20,0.291967638,C,F,790,-0.534910272,0,Bad,27,0.148902852
918,44001004116,01/09/2017,12,3300,79.67139663,0.207203128,0.024142847,1,-2.195596641,C,M,750,-0.924368101,4,Good,37,1.089481369
920,44001004112,17/09/2017,7,3300,51.0675656,0.289476888,0.01547502,17,-0.100805669,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
933,44001004002,04/09/2017,6,3300,39.35901084,0.177789629,0.011926973,4,-1.802823334,C,F,800,-0.437545815,2,Ok,15,-0.979791367
943,44001004071,30/09/2017,12,3300,22.14706691,0.089297911,0.006711232,30,1.601211996,C,F,810,-0.340181357,1,Bad,29,0.337018556
958,44001004135,30/09/2017,11,3300,400.9823231,0.751506168,0.121509795,30,1.601211996,B,F,760,-0.827003644,2,Ok,35,0.901365666
958,44001004135,24/09/2017,12,3300,50.91018696,0.145355734,0.015427329,24,0.815665381,B,F,760,-0.827003644,2,Ok,35,0.901365666
974,44001004097,30/09/2017,12,3300,270.9999271,0.652202697,0.08212119,30,1.601211996,B,M,930,0.82819213,2,Ok,37.5,1.136510295
989,44001004067,26/09/2017,12,3300,78.74612946,0.229296543,0.023862463,26,1.077514253,B,M,870,0.244005386,5,Good,31,0.525134259
1006,44001004006,23/09/2017,11,3000,183.6697192,0.529335067,0.06122324,23,0.684740946,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1008,44001004108,15/09/2017,11,3000,28.48548301,0.114579886,0.009495161,15,-0.36265454,B,M,880,0.341369844,3,Ok,19,-0.603559961
781,44001004148,24/09/2017,11,3000,132.0379971,0.43785506,0.044012666,24,0.815665381,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
787,44001004024,12/09/2017,11,3000,20.56652576,0.077064938,0.006855509,12,-0.755427848,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
792,44001004182,27/09/2017,11,3000,107.8185382,0.344273669,0.035939513,27,1.208438689,A,F,720,-1.216461473,1,Bad,42,1.559770627
792,44001004182,26/09/2017,11,3000,23.79470008,0.059862048,0.007931567,26,1.077514253,A,F,720,-1.216461473,1,Bad,42,1.559770627
804,44001004173,25/09/2017,8,3000,233.1292556,0.555123099,0.077709752,25,0.946589817,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
809,44001004153,25/09/2017,11,3000,185.5442336,0.49994436,0.061848078,25,0.946589817,A,M,940,0.925556587,1,Bad,19,-0.603559961
809,44001004153,26/09/2017,11,3000,196.4828227,0.708805494,0.065494274,26,1.077514253,A,M,940,0.925556587,1,Bad,19,-0.603559961
839,44001004134,04/09/2017,10,3000,39.62771332,0.162744361,0.013209238,4,-1.802823334,D,M,1060,2.093930075,5,Good,35,0.901365666
853,44001004026,07/09/2017,11,3000,1.595445961,0.006119197,0.000531815,7,-1.410050026,D,F,770,-0.729639186,6,Good,24,-0.133270702
861,44001004103,23/09/2017,11,3000,42.69817634,0.161766932,0.014232725,23,0.684740946,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,25/09/2017,11,3000,207.7245419,0.571118081,0.069241514,25,0.946589817,C,M,940,0.925556587,0,Bad,26,0.054845001
874,44001004158,10/09/2017,8,3000,75.85376903,0.436721186,0.02528459,10,-1.017276719,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
877,44001004113,10/09/2017,11,3000,53.10016704,0.100447442,0.017700056,10,-1.017276719,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
884,44001004157,17/09/2017,9,3000,41.89978926,0.136857941,0.013966596,17,-0.100805669,D,F,620,-2.190106046,7,Good,37,1.089481369
885,44001004077,18/09/2017,11,3000,5.582462079,0.024160834,0.001860821,18,0.030118767,C,F,670,-1.703283759,3,Ok,43,1.653828479
892,44001004139,30/09/2017,11,3000,27.42074237,0.097491345,0.009140247,30,1.601211996,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
893,44001004127,25/09/2017,11,3000,91.4596796,0.339538594,0.03048656,25,0.946589817,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
905,44001004131,07/09/2017,11,3000,77.67349369,0.30114818,0.025891165,7,-1.410050026,C,F,790,-0.534910272,0,Bad,27,0.148902852
905,44001004131,23/09/2017,11,3000,21.50074681,0.082529775,0.007166916,23,0.684740946,C,F,790,-0.534910272,0,Bad,27,0.148902852
911,44001004114,01/09/2017,11,3000,48.2465047,0.101762685,0.016082168,1,-2.195596641,C,M,970,1.217649959,1,Bad,9,-1.544138477
940,44001004083,21/09/2017,11,3000,122.959562,0.399007677,0.040986521,21,0.422892074,C,M,970,1.217649959,1,Bad,14,-1.073849219
943,44001004071,16/09/2017,7,3000,72.44947507,0.525841226,0.024149825,16,-0.231730105,C,F,810,-0.340181357,1,Bad,29,0.337018556
949,44001004175,10/09/2017,11,3000,60.68953546,0.22724679,0.020229845,10,-1.017276719,C,F,750,-0.924368101,1,Bad,24,-0.133270702
