Bird,ATLAS,Date,N,Duration,Distance,Straightness,Speed,dayref,ScaledDay,Pen,Sex,Mass,ScaledMass,Spatial_Score,SpatialRating,Test_Order,ScaledTestOrder
993,44001004080,18/09/2017,32,9600,148.7888362,0.17815019,0.015498837,18,0.030118767,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
1003,44001004036,20/09/2017,28,9300,140.8872139,0.182240214,0.015149163,20,0.291967638,B,M,940,0.925556587,3,Ok,30,0.431076407
1006,44001004006,01/09/2017,22,9300,46.93871599,0.091395078,0.005047174,1,-2.195596641,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1006,44001004006,16/09/2017,29,9300,111.556649,0.130866048,0.011995339,16,-0.231730105,B,F,730,-1.119097016,2,Ok,14,-1.073849219
789,44001004160,24/09/2017,21,9300,20.84743397,0.014665388,0.00224166,24,0.815665381,A,M,1000,1.509743331,1,Bad,30,0.431076407
804,44001004173,01/09/2017,10,9300,42.179004,0.119477723,0.004535377,1,-2.195596641,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
809,44001004153,29/09/2017,32,9300,25.27198969,0.034861063,0.002717418,29,1.47028756,A,M,940,0.925556587,1,Bad,19,-0.603559961
814,44001004057,16/09/2017,30,9300,150.5381667,0.179384247,0.0161869,16,-0.231730105,A,F,820,-0.2428169,3,Ok,44,1.747886331
836,44001004109,21/09/2017,32,9300,244.8361568,0.306131319,0.026326468,21,0.422892074,A,M,950,1.022921045,2,Ok,11,-1.356022774
920,44001004112,21/09/2017,30,9300,176.1752319,0.089986663,0.018943573,21,0.422892074,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
940,44001004083,09/09/2017,32,9300,107.1709553,0.096088632,0.011523759,9,-1.148201155,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,19/09/2017,32,9300,141.6575638,0.135327041,0.015231996,19,0.161043203,C,M,970,1.217649959,1,Bad,14,-1.073849219
1006,44001004006,25/09/2017,31,9000,231.2137913,0.27127049,0.025690421,25,0.946589817,B,F,730,-1.119097016,2,Ok,14,-1.073849219
792,44001004182,24/09/2017,31,9000,188.7008113,0.286052908,0.020966757,24,0.815665381,A,F,720,-1.216461473,1,Bad,42,1.559770627
834,44001004164,20/09/2017,23,9000,25.96016182,0.041432416,0.002884462,20,0.291967638,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,08/09/2017,28,9000,338.8837171,0.388827234,0.037653746,8,-1.279125591,A,M,950,1.022921045,2,Ok,11,-1.356022774
836,44001004109,18/09/2017,28,9000,155.1912761,0.121694776,0.017243475,18,0.030118767,A,M,950,1.022921045,2,Ok,11,-1.356022774
839,44001004134,08/09/2017,30,9000,66.98931376,0.089710925,0.007443257,8,-1.279125591,D,M,1060,2.093930075,5,Good,35,0.901365666
853,44001004026,25/09/2017,31,9000,229.9976214,0.237215756,0.025555291,25,0.946589817,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,25/09/2017,29,9000,261.3010483,0.293037542,0.02903345,25,0.946589817,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,17/09/2017,21,9000,69.10173546,0.123089939,0.007677971,17,-0.100805669,D,M,950,1.022921045,9,Good,4,-2.014427736
885,44001004077,30/09/2017,30,9000,199.0853999,0.222764196,0.0221206,30,1.601211996,C,F,670,-1.703283759,3,Ok,43,1.653828479
885,44001004077,21/09/2017,30,9000,42.84588874,0.037399078,0.004760654,21,0.422892074,C,F,670,-1.703283759,3,Ok,43,1.653828479
893,44001004127,09/09/2017,31,9000,87.18272294,0.128451619,0.009686969,9,-1.148201155,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
940,44001004083,24/09/2017,31,9000,168.1747052,0.158916595,0.018686078,24,0.815665381,C,M,970,1.217649959,1,Bad,14,-1.073849219
1003,44001004036,21/09/2017,30,8700,166.7525852,0.209534917,0.019166964,21,0.422892074,B,M,940,0.925556587,3,Ok,30,0.431076407
1003,44001004036,16/09/2017,23,8700,79.10262591,0.119054342,0.009092256,16,-0.231730105,B,M,940,0.925556587,3,Ok,30,0.431076407
787,44001004024,21/09/2017,30,8700,72.43886678,0.123273121,0.008326307,21,0.422892074,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
787,44001004024,16/09/2017,24,8700,158.1428209,0.232286313,0.018177336,16,-0.231730105,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,24/09/2017,30,8700,180.111971,0.205988509,0.020702525,24,0.815665381,A,F,760,-0.827003644,2,Ok,17,-0.791675664
792,44001004182,30/09/2017,17,8700,139.2078893,0.269853939,0.016000907,30,1.601211996,A,F,720,-1.216461473,1,Bad,42,1.559770627
810,44001004102,26/09/2017,30,8700,91.55705704,0.137127289,0.0105238,26,1.077514253,A,F,710,-1.31382593,1,Bad,23,-0.227328554
834,44001004164,26/09/2017,28,8700,250.0866107,0.318225583,0.028745587,26,1.077514253,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
853,44001004026,21/09/2017,25,8700,233.0245164,0.124473876,0.026784427,21,0.422892074,D,F,770,-0.729639186,6,Good,24,-0.133270702
892,44001004139,23/09/2017,28,8700,33.49479586,0.055081293,0.003849977,23,0.684740946,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
949,44001004175,09/09/2017,30,8700,242.7652407,0.250160212,0.027904051,9,-1.148201155,C,F,750,-0.924368101,1,Bad,24,-0.133270702
1008,44001004108,13/09/2017,27,8400,122.5395541,0.150105614,0.014588042,13,-0.624503412,B,M,880,0.341369844,3,Ok,19,-0.603559961
811,44001004177,13/09/2017,28,8400,52.80080464,0.085564905,0.00628581,13,-0.624503412,A,F,710,-1.31382593,1,Bad,19.5,-0.556531035
835,44001004045,04/09/2017,18,8400,41.21190723,0.097189831,0.004906179,4,-1.802823334,A,F,840,-0.048087985,1,Bad,24,-0.133270702
839,44001004134,10/09/2017,29,8400,32.31837346,0.045984888,0.003847425,10,-1.017276719,D,M,1060,2.093930075,5,Good,35,0.901365666
853,44001004026,26/09/2017,29,8400,53.7832314,0.081002515,0.006402766,26,1.077514253,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,15/09/2017,22,8400,70.79287779,0.104655386,0.008427724,15,-0.36265454,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,18/09/2017,26,8400,340.5816212,0.43126361,0.040545431,18,0.030118767,D,M,950,1.022921045,9,Good,4,-2.014427736
911,44001004114,07/09/2017,25,8400,32.09656753,0.032869751,0.00382102,7,-1.410050026,C,M,970,1.217649959,1,Bad,9,-1.544138477
1005,44001004111,01/09/2017,22,8100,77.11739554,0.122540716,0.009520666,1,-2.195596641,B,F,660,-1.800648217,3,Ok,39,1.277597072
1006,44001004006,16/09/2017,28,8100,131.7693759,0.146189303,0.016267824,16,-0.231730105,B,F,730,-1.119097016,2,Ok,14,-1.073849219
787,44001004024,24/09/2017,28,8100,179.4907457,0.245385195,0.022159351,24,0.815665381,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
836,44001004109,10/09/2017,28,8100,69.78170524,0.103037211,0.008615025,10,-1.017276719,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,15/09/2017,28,8100,27.40218463,0.044014093,0.003382986,15,-0.36265454,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
856,44001004101,18/09/2017,25,8100,75.77476923,0.115258009,0.00935491,18,0.030118767,D,M,1000,1.509743331,4,Good,44.5,1.794915256
885,44001004077,04/09/2017,14,8100,60.81896922,0.133375081,0.007508515,4,-1.802823334,C,F,670,-1.703283759,3,Ok,43,1.653828479
893,44001004127,27/09/2017,6,8100,7.190471368,0.039879428,0.000887713,27,1.208438689,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
943,44001004071,16/09/2017,27,8100,58.7623114,0.084286279,0.007254606,16,-0.231730105,C,F,810,-0.340181357,1,Bad,29,0.337018556
949,44001004175,27/09/2017,27,8100,204.1877402,0.268881724,0.025208363,27,1.208438689,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,29/09/2017,25,8100,425.741001,0.467916573,0.052560617,29,1.47028756,C,F,750,-0.924368101,1,Bad,24,-0.133270702
781,44001004148,17/09/2017,27,7800,22.56293999,0.0343258,0.002892685,17,-0.100805669,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
787,44001004024,29/09/2017,27,7800,214.5564146,0.281774977,0.027507233,29,1.47028756,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,08/09/2017,18,7800,186.0410818,0.299284686,0.023851421,8,-1.279125591,A,F,760,-0.827003644,2,Ok,17,-0.791675664
792,44001004182,20/09/2017,27,7800,111.5409604,0.173789403,0.014300123,20,0.291967638,A,F,720,-1.216461473,1,Bad,42,1.559770627
842,44001004156,18/09/2017,18,7800,392.2387115,0.532750063,0.050287014,18,0.030118767,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
853,44001004026,25/09/2017,27,7800,233.0998744,0.25266739,0.029884599,25,0.946589817,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,11/09/2017,25,7800,45.94993047,0.077584534,0.005891017,11,-0.886352283,D,M,1000,1.509743331,4,Good,44.5,1.794915256
862,44001004095,26/09/2017,27,7800,144.0707812,0.234593733,0.018470613,26,1.077514253,C,M,940,0.925556587,0,Bad,26,0.054845001
892,44001004139,16/09/2017,22,7800,54.2990665,0.075663725,0.006961419,16,-0.231730105,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
893,44001004127,18/09/2017,27,7800,66.88820068,0.118542,0.00857541,18,0.030118767,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
893,44001004127,17/09/2017,21,7800,9.643589543,0.019981482,0.001236358,17,-0.100805669,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
949,44001004175,04/09/2017,27,7800,77.15071958,0.130663265,0.009891118,4,-1.802823334,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,21/09/2017,20,7800,123.6133631,0.157549875,0.015847867,21,0.422892074,B,F,760,-0.827003644,2,Ok,35,0.901365666
993,44001004080,04/09/2017,20,7800,143.3693201,0.168070949,0.018380682,4,-1.802823334,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
1008,44001004108,15/09/2017,26,7500,203.2308071,0.271937385,0.027097441,15,-0.36265454,B,M,880,0.341369844,3,Ok,19,-0.603559961
781,44001004148,21/09/2017,25,7500,209.6091874,0.432893736,0.027947892,21,0.422892074,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
809,44001004153,25/09/2017,26,7500,95.13427811,0.156065373,0.01268457,25,0.946589817,A,M,940,0.925556587,1,Bad,19,-0.603559961
810,44001004102,16/09/2017,15,7500,102.0356568,0.242079101,0.013604754,16,-0.231730105,A,F,710,-1.31382593,1,Bad,23,-0.227328554
811,44001004177,07/09/2017,25,7500,180.8628953,0.250655758,0.024115053,7,-1.410050026,A,F,710,-1.31382593,1,Bad,19.5,-0.556531035
834,44001004164,19/09/2017,26,7500,10.74754604,0.019191267,0.001433006,19,0.161043203,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,17/09/2017,25,7500,76.81133761,0.096487963,0.010241512,17,-0.100805669,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,04/09/2017,25,7500,42.35626274,0.074950808,0.005647502,4,-1.802823334,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
844,44001004147,01/09/2017,26,7500,30.30625315,0.049091512,0.004040834,1,-2.195596641,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
862,44001004095,26/09/2017,25,7500,125.7703386,0.163219109,0.016769378,26,1.077514253,C,M,940,0.925556587,0,Bad,26,0.054845001
877,44001004113,15/09/2017,22,7500,124.0893838,0.16424597,0.016545251,15,-0.36265454,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
886,44001004178,21/09/2017,15,7500,80.43569676,0.171564818,0.01072476,21,0.422892074,D,M,990,1.412378874,2,Ok,13,-1.167907071
920,44001004112,18/09/2017,23,7500,44.20944679,0.081022435,0.005894593,18,0.030118767,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
940,44001004083,20/09/2017,26,7500,73.45507929,0.12135037,0.009794011,20,0.291967638,C,M,970,1.217649959,1,Bad,14,-1.073849219
949,44001004175,13/09/2017,22,7500,68.07438538,0.108284753,0.009076585,13,-0.624503412,C,F,750,-0.924368101,1,Bad,24,-0.133270702
787,44001004024,16/09/2017,24,7200,147.309565,0.173748181,0.020459662,16,-0.231730105,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
787,44001004024,16/09/2017,11,7200,45.63933426,0.120904954,0.006338796,16,-0.231730105,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
830,44001004047,25/09/2017,25,7200,213.3148267,0.306872583,0.029627059,25,0.946589817,A,M,1030,1.801836703,2,Ok,20,-0.509502109
834,44001004164,01/09/2017,23,7200,83.06054837,0.116010243,0.011536187,1,-2.195596641,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,27/09/2017,20,7200,376.8627401,0.702653028,0.052342047,27,1.208438689,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,13/09/2017,24,7200,56.98844213,0.10587278,0.007915061,13,-0.624503412,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
861,44001004103,01/09/2017,25,7200,51.34866988,0.084278401,0.00713176,1,-2.195596641,D,M,950,1.022921045,9,Good,4,-2.014427736
889,44001004030,19/09/2017,25,7200,121.7491108,0.170904746,0.016909599,19,0.161043203,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
892,44001004139,25/09/2017,25,7200,50.26388143,0.064486255,0.006981095,25,0.946589817,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
892,44001004139,01/09/2017,23,7200,43.43661798,0.081150923,0.006032864,1,-2.195596641,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
893,44001004127,16/09/2017,18,7200,102.3976846,0.101878586,0.014221901,16,-0.231730105,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
918,44001004116,08/09/2017,25,7200,86.49436159,0.124140908,0.012013106,8,-1.279125591,C,M,750,-0.924368101,4,Good,37,1.089481369
933,44001004002,25/09/2017,23,7200,140.7972303,0.242245799,0.019555171,25,0.946589817,C,F,800,-0.437545815,2,Ok,15,-0.979791367
943,44001004071,16/09/2017,22,7200,53.26917169,0.08311957,0.007398496,16,-0.231730105,C,F,810,-0.340181357,1,Bad,29,0.337018556
949,44001004175,27/09/2017,24,7200,138.4001128,0.19621488,0.019222238,27,1.208438689,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,23/09/2017,24,7200,86.18441062,0.146160163,0.011970057,23,0.684740946,B,F,760,-0.827003644,2,Ok,35,0.901365666
974,44001004097,25/09/2017,25,7200,67.93366196,0.085961153,0.009435231,25,0.946589817,B,M,930,0.82819213,2,Ok,37.5,1.136510295
1003,44001004036,04/09/2017,24,6900,59.62752882,0.106772441,0.008641671,4,-1.802823334,B,M,940,0.925556587,3,Ok,30,0.431076407
1005,44001004111,13/09/2017,23,6900,104.76459,0.162658658,0.015183274,13,-0.624503412,B,F,660,-1.800648217,3,Ok,39,1.277597072
1006,44001004006,12/09/2017,24,6900,77.52756136,0.118285465,0.011235878,12,-0.755427848,B,F,730,-1.119097016,2,Ok,14,-1.073849219
804,44001004173,29/09/2017,21,6900,235.6721904,0.303010637,0.03415539,29,1.47028756,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
810,44001004102,26/09/2017,24,6900,221.5859531,0.348061039,0.032113906,26,1.077514253,A,F,710,-1.31382593,1,Bad,23,-0.227328554
830,44001004047,16/09/2017,16,6900,55.19494978,0.094521053,0.007999268,16,-0.231730105,A,M,1030,1.801836703,2,Ok,20,-0.509502109
836,44001004109,24/09/2017,23,6900,69.58242903,0.134275118,0.01008441,24,0.815665381,A,M,950,1.022921045,2,Ok,11,-1.356022774
856,44001004101,29/09/2017,24,6900,148.0191056,0.216234816,0.021452044,29,1.47028756,D,M,1000,1.509743331,4,Good,44.5,1.794915256
862,44001004095,30/09/2017,18,6900,248.2085288,0.495896405,0.035972251,30,1.601211996,C,M,940,0.925556587,0,Bad,26,0.054845001
874,44001004158,16/09/2017,22,6900,88.21805883,0.141843266,0.012785226,16,-0.231730105,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
877,44001004113,15/09/2017,23,6900,139.484659,0.215656591,0.020215168,15,-0.36265454,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
886,44001004178,20/09/2017,16,6900,27.52518919,0.059456274,0.003989158,20,0.291967638,D,M,990,1.412378874,2,Ok,13,-1.167907071
887,44001004162,15/09/2017,20,6900,90.51631624,0.183349932,0.013118307,15,-0.36265454,D,M,860,0.146640929,1,Bad,28,0.242960704
920,44001004112,20/09/2017,18,6900,6.357827517,0.014365648,0.000921424,20,0.291967638,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
963,44001004052,17/09/2017,19,6900,20.1412721,0.027451951,0.002919025,17,-0.100805669,B,F,790,-0.534910272,3,Ok,30,0.431076407
974,44001004097,21/09/2017,23,6900,21.8142065,0.044715931,0.003161479,21,0.422892074,B,M,930,0.82819213,2,Ok,37.5,1.136510295
1006,44001004006,26/09/2017,21,6600,45.08529544,0.079571563,0.006831105,26,1.077514253,B,F,730,-1.119097016,2,Ok,14,-1.073849219
804,44001004173,25/09/2017,23,6600,126.4658358,0.199339402,0.01916149,25,0.946589817,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
804,44001004173,21/09/2017,23,6600,65.29073915,0.107328896,0.009892536,21,0.422892074,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
810,44001004102,29/09/2017,23,6600,108.6260207,0.196902207,0.016458488,29,1.47028756,A,F,710,-1.31382593,1,Bad,23,-0.227328554
853,44001004026,27/09/2017,21,6600,158.2725015,0.225498078,0.023980682,27,1.208438689,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,13/09/2017,17,6600,11.78524427,0.02650929,0.001785643,13,-0.624503412,D,M,1000,1.509743331,4,Good,44.5,1.794915256
859,44001004094,09/09/2017,23,6600,15.13491836,0.022864327,0.002293169,9,-1.148201155,D,M,860,0.146640929,5,Good,23.5,-0.180299628
861,44001004103,19/09/2017,23,6600,67.73265045,0.101813451,0.010262523,19,0.161043203,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,24/09/2017,23,6600,207.5165001,0.266668687,0.031441894,24,0.815665381,C,M,940,0.925556587,0,Bad,26,0.054845001
886,44001004178,15/09/2017,23,6600,42.86418949,0.075634779,0.006494574,15,-0.36265454,D,M,990,1.412378874,2,Ok,13,-1.167907071
887,44001004162,18/09/2017,18,6600,36.35545163,0.070577531,0.005508402,18,0.030118767,D,M,860,0.146640929,1,Bad,28,0.242960704
889,44001004030,23/09/2017,23,6600,69.05209144,0.107085873,0.010462438,23,0.684740946,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
943,44001004071,27/09/2017,19,6600,42.81904046,0.066307234,0.006487733,27,1.208438689,C,F,810,-0.340181357,1,Bad,29,0.337018556
1003,44001004036,18/09/2017,22,6300,39.1233117,0.074180248,0.006210049,18,0.030118767,B,M,940,0.925556587,3,Ok,30,0.431076407
810,44001004102,24/09/2017,22,6300,55.77292615,0.105448189,0.008852845,24,0.815665381,A,F,710,-1.31382593,1,Bad,23,-0.227328554
836,44001004109,18/09/2017,12,6300,112.8104508,0.429724107,0.017906421,18,0.030118767,A,M,950,1.022921045,2,Ok,11,-1.356022774
844,44001004147,04/09/2017,17,6300,30.78765143,0.074876825,0.004886929,4,-1.802823334,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
905,44001004131,27/09/2017,22,6300,50.81475793,0.109232309,0.008065835,27,1.208438689,C,F,790,-0.534910272,0,Bad,27,0.148902852
905,44001004131,08/09/2017,22,6300,76.50979887,0.128195066,0.012144413,8,-1.279125591,C,F,790,-0.534910272,0,Bad,27,0.148902852
940,44001004083,10/09/2017,22,6300,66.58254526,0.13638164,0.010568658,10,-1.017276719,C,M,970,1.217649959,1,Bad,14,-1.073849219
949,44001004175,24/09/2017,19,6300,158.0611082,0.180959677,0.025089065,24,0.815665381,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,25/09/2017,22,6300,50.87455906,0.088905499,0.008075327,25,0.946589817,B,F,760,-0.827003644,2,Ok,35,0.901365666
974,44001004097,24/09/2017,22,6300,177.6881715,0.324457978,0.028204472,24,0.815665381,B,M,930,0.82819213,2,Ok,37.5,1.136510295
974,44001004097,04/09/2017,22,6300,99.7599428,0.203755603,0.015834912,4,-1.802823334,B,M,930,0.82819213,2,Ok,37.5,1.136510295
989,44001004067,24/09/2017,22,6300,96.6049223,0.190651697,0.015334115,24,0.815665381,B,M,870,0.244005386,5,Good,31,0.525134259
989,44001004067,25/09/2017,22,6300,104.1472783,0.199607759,0.016531314,25,0.946589817,B,M,870,0.244005386,5,Good,31,0.525134259
1008,44001004108,10/09/2017,21,6000,145.5600925,0.334965928,0.024260015,10,-1.017276719,B,M,880,0.341369844,3,Ok,19,-0.603559961
787,44001004024,26/09/2017,21,6000,85.2974881,0.196035768,0.014216248,26,1.077514253,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,20/09/2017,19,6000,51.40153888,0.091793144,0.008566923,20,0.291967638,A,F,760,-0.827003644,2,Ok,17,-0.791675664
885,44001004077,15/09/2017,19,6000,85.38538295,0.209592055,0.014230897,15,-0.36265454,C,F,670,-1.703283759,3,Ok,43,1.653828479
889,44001004030,18/09/2017,16,6000,31.88575349,0.075957503,0.005314292,18,0.030118767,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
892,44001004139,20/09/2017,21,6000,9.779448005,0.016700692,0.001629908,20,0.291967638,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
905,44001004131,24/09/2017,21,6000,50.60893166,0.097070356,0.008434822,24,0.815665381,C,F,790,-0.534910272,0,Bad,27,0.148902852
918,44001004116,01/09/2017,21,6000,50.03565997,0.078602137,0.008339277,1,-2.195596641,C,M,750,-0.924368101,4,Good,37,1.089481369
918,44001004116,19/09/2017,21,6000,109.8173916,0.128916059,0.018302899,19,0.161043203,C,M,750,-0.924368101,4,Good,37,1.089481369
920,44001004112,15/09/2017,17,6000,120.5710946,0.331059843,0.020095182,15,-0.36265454,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
958,44001004135,15/09/2017,17,6000,68.95715395,0.156268662,0.011492859,15,-0.36265454,B,F,760,-0.827003644,2,Ok,35,0.901365666
963,44001004052,01/09/2017,21,6000,49.94687962,0.091609122,0.00832448,1,-2.195596641,B,F,790,-0.534910272,3,Ok,30,0.431076407
781,44001004148,19/09/2017,20,5700,128.9706379,0.19565178,0.022626428,19,0.161043203,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
787,44001004024,15/09/2017,20,5700,39.24515191,0.084459833,0.006885114,15,-0.36265454,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
789,44001004160,01/09/2017,10,5700,53.81650582,0.222826386,0.009441492,1,-2.195596641,A,M,1000,1.509743331,1,Bad,30,0.431076407
809,44001004153,30/09/2017,20,5700,22.01944625,0.046687323,0.003863061,30,1.601211996,A,M,940,0.925556587,1,Bad,19,-0.603559961
814,44001004057,29/09/2017,19,5700,179.3698012,0.34914517,0.031468386,29,1.47028756,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,11/09/2017,20,5700,154.3020737,0.286059072,0.027070539,11,-0.886352283,A,F,820,-0.2428169,3,Ok,44,1.747886331
830,44001004047,24/09/2017,20,5700,20.82654402,0.044168682,0.00365378,24,0.815665381,A,M,1030,1.801836703,2,Ok,20,-0.509502109
842,44001004156,21/09/2017,15,5700,248.6522202,0.21871348,0.043623197,21,0.422892074,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
853,44001004026,17/09/2017,18,5700,100.5343575,0.240731767,0.017637607,17,-0.100805669,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,13/09/2017,12,5700,14.20106958,0.035805955,0.002491416,13,-0.624503412,D,M,1000,1.509743331,4,Good,44.5,1.794915256
862,44001004095,07/09/2017,20,5700,236.5330024,0.349921851,0.041497018,7,-1.410050026,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,19/09/2017,20,5700,26.65164166,0.051102665,0.004675727,19,0.161043203,C,M,940,0.925556587,0,Bad,26,0.054845001
877,44001004113,29/09/2017,17,5700,535.7521271,0.673089984,0.093991601,29,1.47028756,D,F,810,-0.340181357,5,Good,15.5,-0.932762442
892,44001004139,08/09/2017,20,5700,96.13741292,0.171726663,0.016866213,8,-1.279125591,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
911,44001004114,01/09/2017,19,5700,30.73726656,0.061967015,0.005392503,1,-2.195596641,C,M,970,1.217649959,1,Bad,9,-1.544138477
920,44001004112,26/09/2017,20,5700,47.64572589,0.089904105,0.008358899,26,1.077514253,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
974,44001004097,04/09/2017,17,5700,124.16282,0.146642171,0.021782951,4,-1.802823334,B,M,930,0.82819213,2,Ok,37.5,1.136510295
1006,44001004006,19/09/2017,19,5400,71.36634918,0.155713627,0.013215991,19,0.161043203,B,F,730,-1.119097016,2,Ok,14,-1.073849219
787,44001004024,24/09/2017,17,5400,99.74707525,0.211825981,0.018471681,24,0.815665381,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,09/09/2017,19,5400,93.08000551,0.140092715,0.017237038,9,-1.148201155,A,F,760,-0.827003644,2,Ok,17,-0.791675664
810,44001004102,21/09/2017,19,5400,4.493366302,0.008013647,0.000832105,21,0.422892074,A,F,710,-1.31382593,1,Bad,23,-0.227328554
814,44001004057,04/09/2017,16,5400,77.30961877,0.159049516,0.014316596,4,-1.802823334,A,F,820,-0.2428169,3,Ok,44,1.747886331
862,44001004095,23/09/2017,19,5400,71.7295925,0.142017252,0.013283258,23,0.684740946,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,18/09/2017,11,5400,53.25578329,0.140148918,0.009862182,18,0.030118767,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,19/09/2017,19,5400,36.36123534,0.087782341,0.006733562,19,0.161043203,C,M,940,0.925556587,0,Bad,26,0.054845001
887,44001004162,25/09/2017,18,5400,117.3444009,0.260500435,0.021730445,25,0.946589817,D,M,860,0.146640929,1,Bad,28,0.242960704
905,44001004131,25/09/2017,19,5400,14.05791292,0.02365706,0.002603317,25,0.946589817,C,F,790,-0.534910272,0,Bad,27,0.148902852
920,44001004112,21/09/2017,19,5400,151.3027286,0.293968605,0.028019024,21,0.422892074,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
920,44001004112,26/09/2017,19,5400,19.78218034,0.041006933,0.003663367,26,1.077514253,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
940,44001004083,15/09/2017,18,5400,152.9341583,0.306386107,0.02832114,15,-0.36265454,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,25/09/2017,19,5400,270.701885,0.471197385,0.050129979,25,0.946589817,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,30/09/2017,19,5400,21.57209211,0.03047184,0.003994832,30,1.601211996,C,M,970,1.217649959,1,Bad,14,-1.073849219
1008,44001004108,14/09/2017,18,5100,224.3930408,0.416841882,0.043998635,14,-0.493578976,B,M,880,0.341369844,3,Ok,19,-0.603559961
781,44001004148,24/09/2017,11,5100,64.55284538,0.244815232,0.012657421,24,0.815665381,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
781,44001004148,18/09/2017,17,5100,10.28072362,0.025081938,0.002015828,18,0.030118767,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
